ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
104943,Fam110c,"family with sequence similarity 110, member C",0.091844026,3.153977838,0.526883086,0.606727495,0.708427629,-6.777999037
66566,Ntpcr,"nucleoside-triphosphatase, cancer-related",0.129762547,2.913935753,0.529397291,0.60676,0.708427629,-6.719942077
78937,Avl9,AVL9 cell migration associated,0.066653435,5.042189917,0.526665766,0.606874414,0.708502905,-7.150793638
67023,Use1,unconventional SNARE in the ER 1 homolog (S. cerevisiae),-0.063590269,5.793256072,-0.526359513,0.607081485,0.708686335,-7.238223076
13196,Asap1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain1",-0.064113615,6.081351408,-0.525673976,0.607545134,0.709149342,-7.252166968
21752,Tert,telomerase reverse transcriptase,0.11760548,2.788533619,0.52590437,0.607578082,0.709149342,-6.694879698
98221,Eif3m,"eukaryotic translation initiation factor 3, subunit M",0.056566085,6.482220612,0.525524912,0.607645974,0.709170239,-7.259990276
11737,Anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",-0.057818619,5.815188735,-0.525390397,0.607736979,0.709174828,-7.240045305
109284,R3hdm4,R3H domain containing 4,0.071891126,4.411142174,0.525371328,0.607749881,0.709174828,-7.043968446
16973,Lrp5,low density lipoprotein receptor-related protein 5,0.058283668,7.6516659,0.525200952,0.607865157,0.709232028,-7.233996664
224020,Pi4ka,phosphatidylinositol 4-kinase alpha,-0.058571491,6.214172949,-0.525151108,0.607898884,0.709232028,-7.256169973
328801,Zfp414,zinc finger protein 414,-0.087083695,4.254291002,-0.525361038,0.608056629,0.709305861,-7.014951312
319581,Xkr5,X-linked Kx blood group related 5,0.142198267,1.588572292,0.524909823,0.608062162,0.709305861,-6.413526189
70834,Spag9,sperm associated antigen 9,0.063619963,7.992970096,0.524824828,0.608119682,0.709314637,-7.216028666
227656,Rexo4,"REX4, 3'-5' exonuclease",0.068645834,4.969621282,0.524706493,0.608199772,0.709349734,-7.140608655
66263,1810014B01Rik,RIKEN cDNA 1810014B01 gene,0.237092063,0.029709687,0.524668015,0.608727668,0.709907064,-6.055983084
240725,Sulf1,sulfatase 1,-0.139265586,4.246918373,-0.535466977,0.609042643,0.71021601,-6.99997218
67044,Higd2a,"HIG1 domain family, member 2A",0.061737183,5.439192659,0.523287522,0.609160536,0.710295103,-7.207139968
67552,Macroh2a3,macroH2A.3 histone,0.254126133,-0.523825973,0.523081549,0.609471169,0.710598905,-5.944227386
140780,Bmp2k,BMP2 inducible kinase,0.068016214,4.811313283,0.522543517,0.609664591,0.710747847,-7.115929703
329416,Nostrin,nitric oxide synthase trafficker,-0.222355456,-0.586525646,-0.522492574,0.609699112,0.710747847,-5.93391444
223773,Zbed4,"zinc finger, BED type containing 4",0.2013811,0.083575634,0.522313645,0.609820368,0.710830792,-6.06944712
66812,Ppcdc,phosphopantothenoylcysteine decarboxylase,-0.095215027,3.71427236,-0.522352636,0.610011145,0.710994751,-6.905342965
217149,Cisd3,CDGSH iron sulfur domain 3,-0.128235284,1.763052779,-0.521051318,0.610676161,0.711711385,-6.458632402
77613,Prss36,"protease, serine 36",-0.129539587,1.97482016,-0.520767846,0.610868421,0.711876975,-6.508764932
15896,Icam2,intercellular adhesion molecule 2,0.150694111,1.515912366,0.52057737,0.610997626,0.711931885,-6.398595665
242864,Napepld,N-acyl phosphatidylethanolamine phospholipase D,-0.168093388,0.847284184,-0.520495639,0.61105307,0.711931885,-6.242081743
66663,Uba5,ubiquitin-like modifier activating enzyme 5,-0.063326569,5.526667576,-0.520476452,0.611066086,0.711931885,-7.219264501
12929,Crkl,v-crk avian sarcoma virus CT10 oncogene homolog-like,-0.057390343,6.044175349,-0.520387178,0.611126651,0.711943981,-7.25374456
19349,Rab7,"RAB7, member RAS oncogene family",0.06001761,6.188660448,0.520264886,0.61120962,0.711982173,-7.25785973
18777,Lypla1,lysophospholipase 1,-0.062563001,5.436357665,-0.520162492,0.611279094,0.712004639,-7.209507453
99683,Sec24b,"Sec24 related gene family, member B (S. cerevisiae)",-0.059181509,6.332164192,-0.519956947,0.611418567,0.712108629,-7.261352709
13593,Ebf3,early B cell factor 3,0.159058266,0.817079288,0.51914999,0.61196628,0.712688033,-6.234270825
171429,Slc26a6,"solute carrier family 26, member 6",-0.119616737,2.29444206,-0.518529663,0.612387485,0.713120023,-6.585483459
100009600,Zglp1,"zinc finger, GATA-like protein 1",-0.19955151,0.331064588,-0.518363902,0.612500061,0.713170144,-6.126476512
52633,Nit2,"nitrilase family, member 2",-0.067933364,4.614939174,-0.518318255,0.612531064,0.713170144,-7.085267533
268996,Ss18,"SS18, nBAF chromatin remodeling complex subunit",-0.056271987,7.389317699,-0.518122383,0.612664107,0.71326651,-7.24936376
668303,Kif26a,kinesin family member 26A,0.157807821,0.835582438,0.51763119,0.612997804,0.713587703,-6.239395024
100628579,NA,NA,0.064904151,6.816269239,0.517612424,0.613144571,0.713587703,-7.263724735
73340,Nptxr,neuronal pentraxin receptor,-0.221738577,-0.355329446,-0.517405003,0.613151497,0.713587703,-5.982545158
58810,Akr1a1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",0.060107471,8.056298093,0.517368983,0.613175974,0.713587703,-7.216457123
225362,Reep2,receptor accessory protein 2,0.14254827,1.553319316,0.517335632,0.613198638,0.713587703,-6.409180175
21945,Dedd,death effector domain-containing,-0.065988107,4.69376537,-0.517272133,0.61324179,0.713587703,-7.099514074
235132,Zbtb44,zinc finger and BTB domain containing 44,0.059958606,5.357858357,0.516568161,0.61372029,0.714085931,-7.201045894
100038712,Gm10516,predicted gene 10516,-0.177678294,0.364116106,-0.51645446,0.613797592,0.714117306,-6.134738707
109065,Dnaaf2,"dynein, axonemal assembly factor 2",-0.098182907,2.770198448,-0.516287735,0.613910951,0.714190625,-6.697342969
110310,Krt7,keratin 7,-0.202747857,5.691370783,-0.548964116,0.614046103,0.71428928,-7.195125866
216169,Abhd17a,abhydrolase domain containing 17A,0.065391514,4.711733442,0.51474775,0.6149585,0.715252556,-7.103242383
78757,Rictor,"RPTOR independent companion of MTOR, complex 2",-0.063829724,5.565676603,-0.514723467,0.614975025,0.715252556,-7.226378737
18479,Pak1,p21 (RAC1) activated kinase 1,0.057297995,5.946855319,0.514497509,0.615128805,0.715372765,-7.252367165
73836,Slc35b2,"solute carrier family 35, member B2",-0.063032967,5.433572581,-0.514416391,0.615184015,0.71537833,-7.212331427
69675,Pxdn,peroxidasin,-0.060163057,8.714194212,-0.513978022,0.615482422,0.715666677,-7.178664364
11554,Adrb1,"adrenergic receptor, beta 1",0.111578317,3.012369897,0.513971878,0.615778965,0.715952809,-6.75246817
83453,Chrdl1,chordin-like 1,0.203147667,-0.20552258,0.513383142,0.615887483,0.715998819,-6.013694534
71640,Zfp949,zinc finger protein 949,-0.070885522,6.264913536,-0.514936863,0.615919475,0.715998819,-7.261786551
320022,Terb1,telomere repeat binding bouquet formation protein 1,-0.232444136,0.518854094,-0.516527449,0.615991846,0.716024278,-6.166917331
64082,Popdc2,popeye domain containing 2,0.062446311,5.767316973,0.513109907,0.616073574,0.71606061,-7.242744628
14025,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),0.205339996,0.010072649,0.512992078,0.616153833,0.716095226,-6.058717791
227210,Ccnyl1,cyclin Y-like 1,0.063529682,5.548080223,0.512468847,0.616510289,0.716410753,-7.224561997
53331,Stx7,syntaxin 7,0.056965978,6.427958674,0.512315052,0.616615083,0.716410753,-7.266525162
77035,Kdm8,lysine (K)-specific demethylase 8,-0.17340552,0.365037662,-0.512298553,0.616626325,0.716410753,-6.137111048
320538,Ubn2,ubinuclein 2,-0.057881192,5.966204374,-0.512297103,0.616627314,0.716410753,-7.255020938
27414,Sergef,secretion regulating guanine nucleotide exchange factor,-0.118453398,2.426531951,-0.512085551,0.616771478,0.716519567,-6.619945194
53317,Plrg1,pleiotropic regulator 1,0.063200369,5.396145787,0.51186709,0.616920367,0.716625485,-7.20816659
18703,Pigr,polymeric immunoglobulin receptor,-0.167629077,4.912974456,-0.532602223,0.616963676,0.716625485,-7.113300088
21767,Tex264,testis expressed gene 264,-0.060653848,5.201488825,-0.511185807,0.617384799,0.717055927,-7.183989735
11692,Gfer,"growth factor, augmenter of liver regeneration",-0.06752107,4.968218498,-0.511015049,0.617501232,0.717132448,-7.148370539
74183,Perm1,"PPARGC1 and ESRR induced regulator, muscle 1",-0.138175426,1.358322702,-0.510933032,0.61755716,0.717138695,-6.368024619
72895,Setd5,SET domain containing 5,-0.054791974,7.004810819,-0.510572427,0.617803087,0.717365559,-7.264803547
14430,Galt,galactose-1-phosphate uridyl transferase,-0.061525694,5.136157705,-0.509506335,0.618530427,0.718151336,-7.175188472
216441,Slc26a10,"solute carrier family 26, member 10",-0.183996152,0.673854798,-0.509332396,0.618649136,0.718230384,-6.207969474
17857,Mx1,MX dynamin-like GTPase 1,-0.21795591,-0.588245191,-0.508980938,0.618889031,0.71837024,-5.940524055
432572,Specc1,sperm antigen with calponin homology and coiled-coil domains 1,-0.058745767,5.828457959,-0.508870482,0.618964435,0.71837024,-7.249792914
100855,Tbc1d14,"TBC1 domain family, member 14",-0.08126289,4.199594351,-0.508865499,0.618967837,0.71837024,-7.013578648
18041,Nfs1,nitrogen fixation gene 1 (S. cerevisiae),-0.07969153,3.954146228,-0.508859188,0.618972145,0.71837024,-6.963498827
233651,Dchs1,dachsous cadherin related 1,0.065592574,5.478400569,0.508665308,0.61910451,0.718465086,-7.219591524
20352,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",-0.075181247,4.361329237,-0.50839751,0.619287362,0.718618503,-7.044910056
93700,Pcdhgb2,"protocadherin gamma subfamily B, 2",-0.151869468,1.231778121,-0.508020785,0.619544635,0.718841665,-6.339337732
83814,Nedd4l,"neural precursor cell expressed, developmentally down-regulated gene 4-like",0.057618446,5.802229283,0.507967517,0.619581016,0.718841665,-7.248074206
74157,Cmtr1,cap methyltransferase 1,-0.060606984,5.413933771,-0.507725732,0.619746168,0.71891828,-7.213648332
263876,Spata2,spermatogenesis associated 2,-0.06458401,5.369895107,-0.507722463,0.619748401,0.71891828,-7.208407421
76563,Qrsl1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,-0.104454738,2.480114627,-0.507600074,0.619832007,0.718956478,-6.634914241
80859,Nfkbiz,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",-0.066056752,7.409555939,-0.507653965,0.620005418,0.719079952,-7.254052052
232970,Phldb3,"pleckstrin homology like domain, family B, member 3",-0.158118409,1.77113994,-0.508963545,0.620039829,0.719079952,-6.465923704
20688,Sp4,trans-acting transcription factor 4,0.068329961,5.435723026,0.507424918,0.620161786,0.7191626,-7.215046545
12040,Bckdhb,"branched chain ketoacid dehydrogenase E1, beta polypeptide",-0.068897622,4.565049384,-0.506605224,0.62051181,0.71950969,-7.082865091
16469,Jrk,jerky,-0.184040143,0.315692646,-0.506439983,0.620624758,0.719581844,-6.129306711
18766,Pkdrej,polycystin (PKD) family receptor for egg jelly,0.255544676,-0.87995043,0.505953254,0.620957512,0.719889809,-5.884271825
93886,Pcdhb15,protocadherin beta 15,-0.239153934,-0.610666195,-0.505903022,0.620991858,0.719889809,-5.937680889
14725,Lrp2,low density lipoprotein receptor-related protein 2,0.144079099,1.446911703,0.50570183,0.621129432,0.719938723,-6.389993104
15214,Hey2,hairy/enhancer-of-split related with YRPW motif 2,0.264227289,-0.265567559,0.508109621,0.621135545,0.719938723,-6.002157071
107885,Mthfs,"5, 10-methenyltetrahydrofolate synthetase",0.11724726,2.065777498,0.505430634,0.621314898,0.720087775,-6.53711
66441,Magohb,"mago homolog B, exon junction complex core component",0.12278516,1.784270971,0.505195404,0.62147579,0.720182196,-6.4706159
100504641,1700101I11Rik,RIKEN cDNA 1700101I11 gene,-0.185637442,0.164248339,-0.505163089,0.621497894,0.720182196,-6.097080349
434234,Rexo5,RNA exonuclease 5,0.12042722,1.869589517,0.504749382,0.621780912,0.720451307,-6.49101211
16564,Kif21a,kinesin family member 21A,-0.05659228,5.583250957,-0.504637685,0.621857336,0.720481015,-7.233307229
69071,Tmem97,transmembrane protein 97,0.087383136,3.70082391,0.504446864,0.621987906,0.720573446,-6.911167079
17909,Myo10,myosin X,-0.054823579,7.063585678,-0.504310809,0.622081011,0.720584442,-7.266847784
20933,Med22,mediator complex subunit 22,-0.058638064,6.867575834,-0.504284549,0.622098981,0.720584442,-7.270630989
20849,Stat4,signal transducer and activator of transcription 4,-0.194853788,0.193696697,-0.503893127,0.622366878,0.720823942,-6.104074597
70445,Cd248,"CD248 antigen, endosialin",-0.078081619,3.791919674,-0.503833979,0.622407365,0.720823942,-6.93200391
56273,Pex14,peroxisomal biogenesis factor 14,0.062303271,4.840813574,0.503654667,0.622530113,0.720907249,-7.130954967
230824,Grhl3,grainyhead like transcription factor 3,-0.169592151,0.789453132,-0.503136529,0.622884867,0.721228788,-6.237753401
53867,Col5a3,"collagen, type V, alpha 3",0.109778266,3.888529517,0.507566915,0.622975669,0.721228788,-6.946044175
22377,Wbp1,WW domain binding protein 1,-0.071565283,4.500877911,-0.502977953,0.622993459,0.721228788,-7.073311649
76561,Snx7,sorting nexin 7,0.075786556,4.048362251,0.502952161,0.623011122,0.721228788,-6.985074826
68992,Zfp580,zinc finger protein 580,-0.095621343,2.931428571,-0.502348988,0.623424261,0.721603333,-6.74165457
69186,Tmem256,transmembrane protein 256,-0.06490503,4.616657492,-0.502331284,0.623436389,0.721603333,-7.094101802
71592,Pogk,pogo transposable element with KRAB domain,0.061792847,6.039895867,0.501128267,0.624260788,0.722472304,-7.263371209
16783,Lamp1,lysosomal-associated membrane protein 1,-0.06145002,8.946301732,-0.501087119,0.624288995,0.722472304,-7.17132284
64659,Mrps14,mitochondrial ribosomal protein S14,-0.067425832,4.354044935,-0.500514606,0.624681517,0.722867592,-7.047671985
69941,2810408I11Rik,RIKEN cDNA 2810408I11 gene,0.18808926,-0.068983877,0.500283533,0.624839978,0.722931479,-6.048747103
107767,Scamp1,secretory carrier membrane protein 1,-0.055846207,6.766326221,-0.500231729,0.624875505,0.722931479,-7.273968082
69049,Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,0.116058412,1.927813332,0.50021118,0.624889598,0.722931479,-6.50719868
56196,Tdp2,tyrosyl-DNA phosphodiesterase 2,-0.061427316,5.199763478,-0.499978099,0.625049461,0.723057461,-7.189680931
70560,Wars2,tryptophanyl tRNA synthetase 2 (mitochondrial),0.089899963,3.153775518,0.499728065,0.625220973,0.723185052,-6.792507692
54667,Atp8b2,"ATPase, class I, type 8B, member 2",0.055829559,6.034594828,0.499668686,0.625261708,0.723185052,-7.263988391
54638,Ccdc22,coiled-coil domain containing 22,-0.094160437,3.267074385,-0.499544186,0.62534712,0.723224244,-6.819114078
22775,Zik1,zinc finger protein interacting with K protein 1,0.202268528,-0.382950914,0.499470683,0.625397549,0.723224244,-5.984756082
235674,Acaa1b,acetyl-Coenzyme A acyltransferase 1B,0.137866962,1.343481566,0.499047736,0.625687762,0.723483527,-6.368968235
232889,Pla2g4c,"phospholipase A2, group IVC (cytosolic, calcium-independent)",0.243278067,-0.770170859,0.498995292,0.625723752,0.723483527,-5.908544344
67235,Zkscan14,zinc finger with KRAB and SCAN domains 14,0.228880955,0.36640945,0.500959366,0.626170757,0.723825898,-6.139870332
17711,CYTB,cytochrome b,-0.073373143,11.98549413,-0.49834245,0.626171852,0.723825898,-6.97873512
80877,Lrba,LPS-responsive beige-like anchor,0.071199767,4.776001403,0.498340892,0.626172922,0.723825898,-7.122883622
229782,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",-0.063083398,4.74163545,-0.498069024,0.626359572,0.723982667,-7.117852863
76073,Pcgf5,polycomb group ring finger 5,0.072924558,3.95377907,0.497842065,0.626515411,0.7241038,-6.968428451
71733,Susd2,sushi domain containing 2,-0.117572524,3.423455438,-0.501521514,0.626692269,0.724249203,-6.850313928
108012,Ap1s2,"adaptor-related protein complex 1, sigma 2 subunit",0.089989375,3.022394253,0.497224798,0.626939345,0.724475727,-6.76401428
70804,Pgrmc2,progesterone receptor membrane component 2,0.054394393,6.155578541,0.496100543,0.627711828,0.725309309,-7.269897879
74760,Rab3il1,RAB3A interacting protein (rabin3)-like 1,-0.176907728,0.31587591,-0.495787926,0.627926709,0.725498512,-6.134764471
100043910,A630075F10Rik,RIKEN cDNA A630075F10 gene,-0.1873007,0.237750087,-0.495691806,0.627992786,0.72551577,-6.117765206
68043,Eef1akmt1,EEF1A alpha lysine methyltransferase 1,-0.105072123,2.85678196,-0.494284615,0.628960521,0.726574621,-6.728852469
11491,Adam17,a disintegrin and metallopeptidase domain 17,0.057336685,5.539886032,0.494078809,0.629102115,0.726679019,-7.233540227
170756,Slc8b1,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",-0.10811823,2.344331029,-0.493321066,0.62962357,0.727194869,-6.6105066
211007,Trim41,tripartite motif-containing 41,0.054406621,6.343590539,0.493280904,0.629651214,0.727194869,-7.275531295
407824,NA,NA,0.148538373,0.995600981,0.493078775,0.629790351,0.727282469,-6.289481075
407243,Tmem189,transmembrane protein 189,0.064146612,4.52549846,0.493021773,0.629829591,0.727282469,-7.082150921
70419,2810408A11Rik,RIKEN cDNA 2810408A11 gene,-0.192467195,0.603592876,-0.492768703,0.630310272,0.727778288,-6.200158163
117146,Ube3b,ubiquitin protein ligase E3B,-0.054424013,5.979453511,-0.492204749,0.63039216,0.727813605,-7.266138936
100861910,NA,NA,0.213742827,-0.645110153,0.491993083,0.630537943,0.727877228,-5.936448322
66237,Atp6v1g2,"ATPase, H+ transporting, lysosomal V1 subunit G2",-0.139163092,1.140641596,-0.491975754,0.630549879,0.727877228,-6.325911875
667034,Pnp2,purine-nucleoside phosphorylase 2,0.154788575,1.240419341,0.491286486,0.631024722,0.7283661,-6.348252885
57274,Slc16a8,"solute carrier family 16 (monocarboxylic acid transporters), member 8",-0.173481859,0.45991845,-0.490737792,0.631402844,0.728743259,-6.169145716
26409,Map3k7,mitogen-activated protein kinase kinase kinase 7,0.052898434,6.550821316,0.490242894,0.631743985,0.729077679,-7.279174834
16969,Zbtb7a,zinc finger and BTB domain containing 7a,-0.053722726,6.735772373,-0.490132266,0.631820255,0.72910639,-7.279456899
11306,Abcb7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",-0.071405898,4.185334059,-0.490017074,0.631899675,0.729138731,-7.02053228
381217,Fam189a2,"family with sequence similarity 189, member A2",-0.132472824,4.945218021,-0.504058071,0.632195822,0.729421123,-7.13850771
